"X2","X3","X4","X5","X6","X7","X8","X9","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Anoecales","Caecitellaceae","Caecitellus","Caecitellus_paraparvulus","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Anoecales","Caecitellaceae","Caecitellus",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_1","Parmales_env_1_X","Parmales_env_1_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales",NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","MOCH-2",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagophyceae_X","Pelagophyceae_XX","Pelagophyceae_XXX","Pelagophyceae_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Parietichytrium","Parietichytrium_sp.","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Parietichytrium",NA
"Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1B","MAST-1B_X","MAST-1B_XX","MAST-1B_XX_sp.","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1B",NA,NA,NA
"Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8A","MAST-8A_X","MAST-8A_XX","MAST-8A_XX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8A",NA,NA,NA
"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium","Thraustochytrium_sp.","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Porosira","Porosira_pseudodenticulata","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Porosira",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_debilis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_lauderi","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_brevis_2","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_protuberans","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA
"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium","Thraustochytrium_kinnei","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium",NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_minutus","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus",NA
"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","quahogparasite-QPX","quahogparasite-QPX_sp.","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","quahogparasite-QPX",NA
"Eukaryota","Amoebozoa","Lobosa","Discosea-Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera","Vexillifera_bacillipedes","Eukaryota","Amoebozoa","Lobosa","Discosea-Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera",NA
"Eukaryota","Stramenopiles","Sagenista","MAST-9","MAST-9_X","MAST-9_XX","MAST-9_XXX","MAST-9_XXX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-9",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Ectocarpus","Ectocarpus_fasciculatus","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Ectocarpus",NA
"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Phaeophyceae_XXX","Phaeophyceae_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Halothrix","Halothrix_ambigua","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Halothrix",NA
"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Haplogloia","Haplogloia_andersonii","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Haplogloia",NA
"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Utriculidium","Utriculidium_durvillei","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Utriculidium",NA
"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3_X","MAST-3_XX","MAST-3_XXX","MAST-3_XXX_sp.","Eukaryota","Stramenopiles","Opalozoa","MAST-3",NA,NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","NPK2-lineage","NPK2-lineage_X","NPK2-lineage_X_sp.","Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","NPK2-lineage",NA,NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales","Haliphthorales_X","Haliphthorales_X_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales",NA,NA
"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulaceae","Oblongichytrium","Oblongichytrium_sp.","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulaceae","Oblongichytrium",NA
"Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Amastigomonas","Amastigomonas_mutabilis","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Amastigomonas",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium","Pythium_ultimum","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Oomycota_XX","Albugo","Albugo_laibachii","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Oomycota_XX","Albugo",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Peronosporales_X","Peronosporales_X_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales",NA,NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Saprolegniales","Leptolegnia","Leptolegnia_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Saprolegniales","Leptolegnia",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytophthora","Phytophthora_tropicalis","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytophthora",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Olpidophydiales","Olpidiopsis","Olpidiopsis_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Olpidophydiales","Olpidiopsis",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytophthora","Phytophthora_infestans","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Phytophthora",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium","Pythium_vexans","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales","Haliphthoros","Haliphthoros_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haliphthorales","Haliphthoros",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pseudoperonospora","Pseudoperonospora_cubensis","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pseudoperonospora",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Oomycota_XX","Hyaloperonospora","Hyaloperonospora_parasitica","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Oomycota_XX","Hyaloperonospora",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium","Pythium_cylindrosporum","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Lagenidium","Lagenidium_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Lagenidium",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium","Pythium_aquatile","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Atkinsiellales","Atkinsiella","Atkinsiella_dubia","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Atkinsiellales","Atkinsiella",NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haptoglossales","Haptoglossa","Haptoglossa_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Haptoglossales","Haptoglossa",NA
"Eukaryota","Stramenopiles","Opalozoa","MAST-22","MAST-22D","MAST-22D_X","MAST-22D_XX","MAST-22D_XX_sp.","Eukaryota","Stramenopiles","Opalozoa","MAST-22","MAST-22D",NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Psammoneis","Psammoneis_japonica","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Psammoneis",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Placoneis","Placoneis_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Placoneis",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthes","Achnanthes_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthes",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_didymus_2","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA
"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis_sp.","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis",NA
"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium","Thraustochytrium_multirudimentale","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytrium",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas","Ochromonas_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Poteriospumella","Poteriospumella_lacustris","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Poteriospumella",NA
"Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Heterosigma","Heterosigma_carterae","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Heterosigma",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Chattonella","Chattonella_minima","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Chattonella",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Chrysophyceae_Clade-B2_X","Chrysophyceae_Clade-B2_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Pseudofungi","Hyphochytriomyceta","Hyphochytrydiales","Hyphochrytriaceae","Rhizidiomyces","Rhizidiomyces_apophysatus","Eukaryota","Stramenopiles","Pseudofungi","Hyphochytriomyceta","Hyphochytrydiales","Hyphochrytriaceae","Rhizidiomyces",NA
"Eukaryota","Stramenopiles","Pseudofungi","Pirsonia_Clade","Pirsonia_Clade_X","Pirsonia_Clade_XX","Pirsonia","Pirsonia_punctigera","Eukaryota","Stramenopiles","Pseudofungi","Pirsonia_Clade","Pirsonia_Clade_X","Pirsonia_Clade_XX","Pirsonia",NA
"Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Synurales_XX","Synurales_XX_sp.","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales",NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Chrysophyceae_Clade-C_X","Chrysophyceae_Clade-C_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas","Ochromonas_danica","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Dinobryon","Dinobryon_divergens","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Dinobryon",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas","Ochromonas_villosa","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_C","Ochromonas",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Spumella","Spumella_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Spumella",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-I","Chrysophyceae_Clade-I_X","Chrysophyceae_Clade-I_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1D","MAST-1D_X","MAST-1D_XX","MAST-1D_XX_sp.","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1D",NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysomerophyceae","Chrysomerophyceae_X","Chrysomerophyceae_XX","Giraudyopsis","Giraudyopsis_stellifera","Eukaryota","Stramenopiles","Ochrophyta","Chrysomerophyceae","Chrysomerophyceae_X","Chrysomerophyceae_XX","Giraudyopsis",NA
"Eukaryota","Stramenopiles","Ochrophyta","MOCH-3","MOCH-3_X","MOCH-3_XX","MOCH-3_XXX","MOCH-3_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","MOCH-3",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Fibrocapsa","Fibrocapsa_japonica","Eukaryota","Stramenopiles","Ochrophyta","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","Fibrocapsa",NA
"Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Nannochloropsis","Nannochloropsis_salina","Eukaryota","Stramenopiles","Ochrophyta","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Nannochloropsis",NA
"Eukaryota","Stramenopiles","Pseudofungi","Developea","Developea_X","Developea_XX","Developayella","Developayella_elegans","Eukaryota","Stramenopiles","Pseudofungi","Developea","Developea_X","Developea_XX","Developayella",NA
"Eukaryota","Stramenopiles","Ochrophyta","MOCH-4","MOCH-4_X","MOCH-4_XX","MOCH-4_XXX","MOCH-4_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","MOCH-4",NA,NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida",NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Pseudopirsonia","Pseudopirsonia_mucosa","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Pseudopirsonia",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella","Cymbella_expecta","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella",NA
"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3E","MAST-3E_X","MAST-3E_XX","MAST-3E_XX_sp.","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3E",NA,NA,NA
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-55","Dino-Group-II-Clade-55_X","Dino-Group-II-Clade-55_X_sp.","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-55",NA,NA
"Eukaryota","Hacrobia","Haptophyta","Haptophyta_Clade_HAP2","Haptophyta_Clade_HAP2_X","Haptophyta_Clade_HAP2_XX","Haptophyta_Clade_HAP2_XXX","Haptophyta_Clade_HAP2_XXX_sp.","Eukaryota","Hacrobia","Haptophyta",NA,NA,NA,NA,NA
"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Bicoecales","Bicoecaceae","Bicoecaceae_X","Bicoecaceae_X_sp.","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Bicoecales","Bicoecaceae",NA,NA
"Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Scenedesmus","Scenedesmus_sp.","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Scenedesmus",NA
"Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagomonadales","Pelagomonadaceae","Pelagomonadaceae_X","Pelagomonadaceae_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagomonadales","Pelagomonadaceae",NA,NA
"Eukaryota","Stramenopiles","Sagenista","MAST-4","MAST-4A","MAST-4A_X","MAST-4A_XX","MAST-4A_XX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-4","MAST-4A",NA,NA,NA
"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3C","MAST-3C_X","MAST-3C_XX","MAST-3C_XX_sp.","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3C",NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Nitzschia","Nitzschia_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Nitzschia",NA
"Eukaryota","Stramenopiles","Pseudofungi","Pirsonia_Clade","Pirsonia_Clade_X","Pirsonia_Clade_XX","Pirsonia_Clade__XXX","Pirsonia_Clade__XXX_sp.","Eukaryota","Stramenopiles","Pseudofungi","Pirsonia_Clade","Pirsonia_Clade_X","Pirsonia_Clade_XX","Pirsonia",NA
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_B2","Oikomonas","Oikomonas_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade_B2","Oikomonas",NA
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyocha","Dictyocha_speculum","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyocha",NA
"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillus","Aspergillus_versicolor","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillus",NA
"Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp.","Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryomonadida_X","Cryomonadida_XX","Cryomonadida_XX_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida",NA,NA,NA
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Rhodotorula","Rhodotorula_glutinis","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Rhodotorula",NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Reckertia","Reckertia_filosa","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Reckertia",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella","Cymbella_advena","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia","Pseudo-nitzschia_pungens","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pseudo-nitzschia",NA
"Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3A","MAST-3A_X","MAST-3A_XX","MAST-3A_XX_sp.","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3A",NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Radial-centric-basal-Coscinodiscophyceae_X","Radial-centric-basal-Coscinodiscophyceae_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae",NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella","Cymbella_affiniformis","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Araphid-pennate_X","Araphid-pennate_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate",NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus","Actinocyclus_curvatulus","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus","Actinocyclus_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Actinocyclus",NA
"Eukaryota","Stramenopiles","Pseudofungi","MAST-2","MAST-2D","MAST-2D_X","MAST-2D_XX","MAST-2D_XX_sp.","Eukaryota","Stramenopiles","Pseudofungi","MAST-2","MAST-2D",NA,NA,NA
"Eukaryota","Stramenopiles","Sagenista","MAST-6","MAST-6_X","MAST-6_XX","MAST-6_XXX","MAST-6_XXX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-6",NA,NA,NA,NA
"Eukaryota","Stramenopiles","Pseudofungi","MAST-2","MAST-2C","MAST-2C_X","MAST-2C_XX","MAST-2C_XX_sp.","Eukaryota","Stramenopiles","Pseudofungi","MAST-2","MAST-2C",NA,NA,NA
